Month,Day,Weekday,Hour,Temperature,Demand
1,4,0,1,-11.0,430.0435244449999
1,4,0,2,-13.0,431.153149996
1,4,0,3,-10.0,439.81072416799987
1,4,0,4,-5.0,442.53516139000016
1,4,0,5,-5.0,416.4593730549999
1,4,0,6,-4.0,413.68180083299995
1,4,0,7,-3.0,434.0575258369999
1,4,0,8,-1.0,439.0441005589999
1,4,0,9,1.0,421.14336194400005
1,4,0,10,1.0,398.706333332
1,4,0,11,3.0,343.840079166
1,4,0,12,5.0,309.94568527499996
1,4,0,13,6.0,262.70450416700004
1,4,0,14,6.0,218.15937111099998
1,4,0,15,7.0,180.363104166
1,4,0,16,9.0,213.08373778
1,4,0,17,12.0,279.588426388
1,4,0,18,11.0,351.0097897250001
1,4,0,19,13.0,377.700593059
1,4,0,20,12.0,359.89016083599995
1,4,0,21,11.0,365.518334722
1,4,0,22,11.0,377.47552805299995
1,4,0,23,1.0,381.13257444499993
1,5,1,0,-4.0,374.773274444
1,5,1,1,-6.0,380.503037504
1,5,1,2,-6.0,389.518878058
1,5,1,3,-3.0,395.59105888900007
1,5,1,4,0.0,392.62251138799996
1,5,1,5,1.0,401.09119888899994
1,5,1,6,3.0,386.8261013880001
1,5,1,7,3.0,428.451598615
1,5,1,8,7.0,497.77352444099995
1,5,1,9,21.0,535.459908891
1,5,1,10,23.0,530.452024169
1,5,1,11,27.0,508.70852722199993
1,5,1,12,28.0,444.67903722
1,5,1,13,30.0,422.6129361090001
1,5,1,14,30.0,376.692946391
1,5,1,15,31.0,348.61738361100004
1,5,1,16,31.0,329.98911583200004
1,5,1,17,32.0,324.15614222199997
1,5,1,18,32.0,364.32001722200005
1,5,1,19,32.0,382.12506805600003
1,5,1,20,32.0,366.10628694599995
1,5,1,21,33.0,360.0501375
1,5,1,22,33.0,351.543115279
1,5,1,23,30.0,321.398889723
1,6,1,0,29.0,266.37594194199994
1,6,1,1,29.0,254.93584167
1,6,1,2,29.0,272.18800389100005
1,6,1,3,28.0,273.340844722
1,6,1,4,27.0,289.778370277
1,6,1,5,27.0,291.289742778
1,6,1,6,27.0,311.4069825
1,6,1,7,28.0,336.389875554
1,6,1,8,28.0,430.46879139099997
1,6,1,9,31.0,460.746230277
1,6,1,10,30.0,388.20508305799996
1,6,1,11,30.0,314.64151222399994
1,6,1,12,33.0,270.863566387
1,6,1,13,35.0,259.387575003
1,6,1,14,36.0,228.20688583400002
1,6,1,15,34.0,260.814066391
1,6,1,16,34.0,295.583759167
1,6,1,17,33.0,292.44738639
1,6,1,18,31.0,324.735210554
1,6,1,19,30.0,347.595468609
1,6,1,20,30.0,324.3366722189999
1,6,1,21,30.0,303.33256916700003
1,6,1,22,29.0,322.312675002
1,6,1,23,21.0,307.96416694199996
1,7,1,0,19.0,271.484613606
1,7,1,1,16.0,269.893009169
1,7,1,2,14.0,284.95424916499996
1,7,1,3,13.0,297.143501945
1,7,1,4,13.0,310.93759139099996
1,7,1,5,12.0,321.16179638599993
1,7,1,6,12.0,309.787269723
1,7,1,7,12.0,344.512071668
1,7,1,8,12.0,430.70224777999994
1,7,1,9,11.0,515.154805274
1,7,1,10,11.0,469.23743833700007
1,7,1,11,13.0,449.8394669459999
1,7,1,12,15.0,409.19651139200005
1,7,1,13,16.0,390.42612777899996
1,7,1,14,18.0,362.641740562
1,7,1,15,19.0,347.81910361
1,7,1,16,19.0,318.351039441
1,7,1,17,18.0,297.730037498
1,7,1,18,17.0,338.14481499899995
1,7,1,19,16.0,393.393229722
1,7,1,20,16.0,373.686203609
1,7,1,21,17.0,381.8576044429999
1,7,1,22,18.0,388.55101972200004
1,7,1,23,25.0,368.96124000000003
1,8,1,0,25.0,317.027292221
1,8,1,1,24.0,288.58429889
1,8,1,2,24.0,270.68792138800006
1,8,1,3,20.0,264.15618138699995
1,8,1,4,20.0,251.782233056
1,8,1,5,20.0,252.67919305600003
1,8,1,6,22.0,260.71539555600003
1,8,1,7,20.0,295.558455557
1,8,1,8,21.0,384.053014444
1,8,1,9,25.0,440.683601114
1,8,1,10,27.0,389.61211194099997
1,8,1,11,27.0,309.700232778
1,8,1,12,27.0,253.13005083400003
1,8,1,13,26.0,193.24718666700002
1,8,1,14,27.0,204.68840500299999
1,8,1,15,28.0,237.65074721899998
1,8,1,16,29.0,250.19384166700002
1,8,1,17,29.0,255.494406664
1,8,1,18,29.0,311.0517480549999
1,8,1,19,29.0,371.79281583299996
1,8,1,20,24.0,346.416284165
1,8,1,21,23.0,360.387579444
1,8,1,22,22.0,355.84472972299994
1,8,1,23,19.0,335.0848413890001
1,9,1,0,17.0,322.00335916399996
1,9,1,1,16.0,315.9039475
1,9,1,2,15.0,316.971154167
1,9,1,3,14.0,322.03971249800003
1,9,1,4,16.0,321.54228721900006
1,9,1,5,16.0,312.3847902740001
1,9,1,6,14.0,325.84817527599995
1,9,1,7,13.0,345.937181113
1,9,1,8,15.0,436.04286027799986
1,9,1,9,18.0,492.787386944
1,9,1,10,20.0,439.607351666
1,9,1,11,20.0,393.205658887
1,9,1,12,21.0,368.80386860600004
1,9,1,13,20.0,384.431680277
1,9,1,14,24.0,366.113232499
1,9,1,15,24.0,355.558677504
1,9,1,16,23.0,324.715836946
1,9,1,17,22.0,323.99161194699997
1,9,1,18,22.0,400.92621805699997
1,9,1,19,22.0,434.6999644450001
1,9,1,20,21.0,394.312281946
1,9,1,21,21.0,345.76220805400004
1,9,1,22,16.0,347.017560279
1,9,1,23,17.0,337.509424997
1,10,0,0,21.0,316.67135138899994
1,10,0,1,21.0,307.839794724
1,10,0,2,22.0,293.9980080540001
1,10,0,3,23.0,293.59616278100003
1,10,0,4,23.0,292.470249167
1,10,0,5,24.0,288.762839448
1,10,0,6,25.0,286.5065925
1,10,0,7,23.0,291.996456669
1,10,0,8,25.0,284.194892504
1,10,0,9,25.0,273.935127222
1,10,0,10,34.0,279.415070557
1,10,0,11,27.0,250.469438613
1,10,0,12,25.0,194.19908222499998
1,10,0,13,24.0,163.427899446
1,10,0,14,33.0,110.963055001
1,10,0,15,27.0,125.56696333399998
1,10,0,16,29.0,180.683555554
1,10,0,17,28.0,213.54256305799998
1,10,0,18,28.0,273.914333057
1,10,0,19,28.0,318.16664888899993
1,10,0,20,28.0,275.85613027899996
1,10,0,21,28.0,276.513797222
1,10,0,22,27.0,282.82618360800006
1,10,0,23,25.0,278.9841186119999
1,11,0,0,27.0,271.043010277
1,11,0,1,26.0,275.984142779
1,11,0,2,26.0,277.92179583599994
1,11,0,3,25.0,267.66180777600005
1,11,0,4,25.0,274.19132250200005
1,11,0,5,24.0,286.90543055499995
1,11,0,6,23.0,284.76761111100006
1,11,0,7,23.0,299.825466665
1,11,0,8,24.0,306.51769777799996
1,11,0,9,26.0,290.696575555
1,11,0,10,27.0,330.349089167
1,11,0,11,26.0,311.59597972100005
1,11,0,12,31.0,302.441024723
1,11,0,13,34.0,264.18049888800005
1,11,0,14,34.0,195.029469721
1,11,0,15,32.0,207.35157694499998
1,11,0,16,31.0,235.78107361299996
1,11,0,17,31.0,249.41450944399998
1,11,0,18,28.0,261.478913336
1,11,0,19,27.0,291.686074169
1,11,0,20,26.0,297.07224167
1,11,0,21,25.0,316.557474445
1,11,0,22,25.0,313.04215444500005
1,11,0,23,24.0,323.12055971899997
1,12,1,0,23.0,300.17251138899996
1,12,1,1,23.0,298.613338887
1,12,1,2,21.0,292.37827110899997
1,12,1,3,20.0,312.89195472000006
1,12,1,4,20.0,298.88987139299996
1,12,1,5,20.0,332.69877278
1,12,1,6,20.0,331.9200916660001
1,12,1,7,20.0,352.31152749699993
1,12,1,8,20.0,456.037563889
1,12,1,9,21.0,507.52988889100004
1,12,1,10,22.0,517.301356666
1,12,1,11,22.0,492.7980666650001
1,12,1,12,23.0,437.76955472300006
1,12,1,13,23.0,444.581596664
1,12,1,14,22.0,431.12070527699996
1,12,1,15,22.0,396.53761889099997
1,12,1,16,22.0,411.875532783
1,12,1,17,21.0,396.39427916399995
1,12,1,18,21.0,426.203784723
1,12,1,19,21.0,443.9999633289999
1,12,1,20,21.0,443.42991583500003
1,12,1,21,21.0,428.1403063899999
1,12,1,22,21.0,440.5933705540001
1,12,1,23,22.0,398.2899550010001
1,13,1,0,22.0,367.743760835
1,13,1,1,22.0,348.60244749900005
1,13,1,2,22.0,336.544245555
1,13,1,3,22.0,345.075394723
1,13,1,4,22.0,326.19038472400007
1,13,1,5,22.0,344.54119527800003
1,13,1,6,22.0,339.707290277
1,13,1,7,22.0,373.880601107
1,13,1,8,22.0,445.96209416600004
1,13,1,9,22.0,508.119477221
1,13,1,10,22.0,468.5567786139999
1,13,1,11,23.0,436.622334997
1,13,1,12,23.0,413.183562507
1,13,1,13,24.0,413.06952889
1,13,1,14,24.0,382.323119443
1,13,1,15,25.0,402.837649446
1,13,1,16,25.0,422.1126875020001
1,13,1,17,26.0,393.3991911119999
1,13,1,18,26.0,401.950491111
1,13,1,19,26.0,436.92988416699995
1,13,1,20,26.0,425.23640416599994
1,13,1,21,26.0,415.3764105540001
1,13,1,22,23.0,427.833013887
1,13,1,23,22.0,410.240311113
1,14,1,0,22.0,351.8672680570001
1,14,1,1,20.0,314.1442022250001
1,14,1,2,20.0,309.2721994439999
1,14,1,3,21.0,301.60877444400006
1,14,1,4,21.0,302.837810279
1,14,1,5,21.0,302.58651611500005
1,14,1,6,17.0,311.6590916660001
1,14,1,7,17.0,345.60210861099995
1,14,1,8,18.0,453.07922055600005
1,14,1,9,22.0,504.231538054
1,14,1,10,22.0,459.956807776
1,14,1,11,22.0,376.43267027099995
1,14,1,12,24.0,308.43197111
1,14,1,13,24.0,262.15202389
1,14,1,14,25.0,231.77787027699998
1,14,1,15,24.0,241.48659555699996
1,14,1,16,24.0,290.746126386
1,14,1,17,25.0,276.67671277499994
1,14,1,18,25.0,327.07516583599994
1,14,1,19,24.0,371.29845555500003
1,14,1,20,24.0,375.25263195
1,14,1,21,24.0,370.38243889100005
1,14,1,22,24.0,386.14075361100015
1,14,1,23,24.0,350.79771305500003
1,15,1,0,22.0,299.56077500099997
1,15,1,1,21.0,300.289524722
1,15,1,2,18.0,303.520413888
1,15,1,3,16.0,297.342011387
1,15,1,4,16.0,295.1405372200001
1,15,1,5,17.0,302.71492722200003
1,15,1,6,17.0,319.64406888999997
1,15,1,7,17.0,343.703569999
1,15,1,8,18.0,438.07869888899995
1,15,1,9,22.0,465.23610639000003
1,15,1,10,21.0,396.312161666
1,15,1,11,19.0,308.436449445
1,15,1,12,19.0,254.88479167
1,15,1,13,,226.468408056
1,15,1,14,11.0,212.71265111199997
1,15,1,15,10.0,221.343159722
1,15,1,16,17.0,232.25559972099998
1,15,1,17,22.0,242.67646944200004
1,15,1,18,23.0,297.347540278
1,15,1,19,24.0,349.348160559
1,15,1,20,21.0,373.86921444499995
1,15,1,21,21.0,361.723599167
1,15,1,22,19.0,361.8702033300001
1,15,1,23,18.0,334.78936361
1,16,1,0,18.0,273.58924277799997
1,16,1,1,16.0,252.79738055900003
1,16,1,2,15.0,254.401605277
1,16,1,3,17.0,242.11790583100003
1,16,1,4,12.0,244.89714666499998
1,16,1,5,10.0,256.373058053
1,16,1,6,11.0,272.501944447
1,16,1,7,10.0,298.595604721
1,16,1,8,9.0,387.104715278
1,16,1,9,8.0,433.23352416600005
1,16,1,10,9.0,431.7439925
1,16,1,11,8.0,387.40398777400003
1,16,1,12,9.0,372.96023111299996
1,16,1,13,8.0,382.891439997
1,16,1,14,11.0,263.38220333000004
1,16,1,15,12.0,218.195496947
1,16,1,16,10.0,240.88175277700003
1,16,1,17,8.0,236.93735749900003
1,16,1,18,6.0,293.103772499
1,16,1,19,8.0,331.69742277800003
1,16,1,20,10.0,318.2658322219999
1,16,1,21,12.0,292.51548944499996
1,16,1,22,12.0,276.79393805399997
1,16,1,23,15.0,276.079430555
1,17,0,0,16.0,241.94188111100004
1,17,0,1,16.0,231.01746250000002
1,17,0,2,19.0,229.36962667
1,17,0,3,23.0,222.779293059
1,17,0,4,23.0,227.540979166
1,17,0,5,23.0,229.7964919439999
1,17,0,6,16.0,227.363931112
1,17,0,7,16.0,243.98861888999997
1,17,0,8,14.0,267.4074819439999
1,17,0,9,13.0,257.267006668
1,17,0,10,11.0,178.059019444
1,17,0,11,7.0,94.875607222
1,17,0,12,5.0,38.464325000999985
1,17,0,13,6.0,3.8016561089999925
1,17,0,14,1.0,7.979625559999988
1,17,0,15,4.0,40.24974249899999
1,17,0,16,6.0,106.08045194500001
1,17,0,17,6.0,177.97417250200004
1,17,0,18,3.0,227.49325027600005
1,17,0,19,4.0,299.47144888899993
1,17,0,20,4.0,281.96813749700004
1,17,0,21,8.0,271.649966387
1,17,0,22,7.0,276.374103058
1,17,0,23,7.0,274.112051944
1,18,0,0,5.0,252.00177777700003
1,18,0,1,7.0,235.00225861199996
1,18,0,2,5.0,220.09163028000003
1,18,0,3,2.0,229.29409333499993
1,18,0,4,-5.0,238.671796389
1,18,0,5,0.0,237.8708438889999
1,18,0,6,2.0,228.95610611300003
1,18,0,7,3.0,236.28523110999987
1,18,0,8,9.0,255.00978444600008
1,18,0,9,12.0,271.134805281
1,18,0,10,15.0,201.16309944399995
1,18,0,11,15.0,133.222288332
1,18,0,12,19.0,70.52507139
1,18,0,13,20.0,88.01287305800003
1,18,0,14,21.0,51.95293277999998
1,18,0,15,21.0,38.95808972399999
1,18,0,16,22.0,93.726079722
1,18,0,17,21.0,166.050441108
1,18,0,18,21.0,235.19068444699997
1,18,0,19,21.0,294.896417777
1,18,0,20,22.0,289.61488721800004
1,18,0,21,22.0,272.00755750099995
1,18,0,22,21.0,266.728901944
1,18,0,23,22.0,255.04876110899994
1,19,1,0,21.0,237.872632774
1,19,1,1,21.0,216.727585
1,19,1,2,22.0,221.886919443
1,19,1,3,21.0,220.46608611299996
1,19,1,4,21.0,223.97241444499997
1,19,1,5,20.0,234.404832499
1,19,1,6,20.0,244.48520278000004
1,19,1,7,21.0,274.22554944500007
1,19,1,8,21.0,328.45890638899994
1,19,1,9,20.0,322.00070694500005
1,19,1,10,19.0,265.639221949
1,19,1,11,25.0,191.76347000099997
1,19,1,12,28.0,130.352600002
1,19,1,13,27.0,117.35472277799998
1,19,1,14,28.0,142.52089083500002
1,19,1,15,31.0,135.646743611
1,19,1,16,31.0,176.98908916799996
1,19,1,17,31.0,214.106167226
1,19,1,18,30.0,283.652968611
1,19,1,19,29.0,335.81850916900004
1,19,1,20,28.0,323.941717227
1,19,1,21,27.0,311.08194055800004
1,19,1,22,26.0,289.5263502789999
1,19,1,23,26.0,294.71953527799997
1,20,1,0,25.0,252.80431389
1,20,1,1,26.0,232.724772777
1,20,1,2,26.0,237.02750083699993
1,20,1,3,30.0,242.41320027899997
1,20,1,4,28.0,250.53695111
1,20,1,5,29.0,263.16476388899997
1,20,1,6,28.0,275.831641667
1,20,1,7,27.0,308.0689661110001
1,20,1,8,27.0,410.676288612
1,20,1,9,26.0,443.548683614
1,20,1,10,28.0,405.13110833800005
1,20,1,11,30.0,328.169751946
1,20,1,12,26.0,259.416439721
1,20,1,13,17.0,233.22066888600003
1,20,1,14,15.0,217.309359445
1,20,1,15,12.0,228.21254916299998
1,20,1,16,11.0,237.21199722
1,20,1,17,19.0,258.846509169
1,20,1,18,22.0,325.886245002
1,20,1,19,21.0,369.59725721899997
1,20,1,20,23.0,374.63789499999996
1,20,1,21,22.0,379.7734844440001
1,20,1,22,21.0,363.74531250199993
1,20,1,23,22.0,337.93177722199994
1,21,1,0,18.0,283.89719277800003
1,21,1,1,17.0,259.791843608
1,21,1,2,20.0,269.954375004
1,21,1,3,19.0,271.08976666800004
1,21,1,4,20.0,269.1492338879999
1,21,1,5,21.0,284.69015916800004
1,21,1,6,21.0,309.734193059
1,21,1,7,23.0,336.612218612
1,21,1,8,24.0,433.1874586110001
1,21,1,9,24.0,480.16227444599997
1,21,1,10,23.0,460.40955416500003
1,21,1,11,22.0,454.590842503
1,21,1,12,22.0,447.134318891
1,21,1,13,22.0,436.47943860600003
1,21,1,14,23.0,416.287135002
1,21,1,15,23.0,415.80786666999995
1,21,1,16,21.0,427.417535553
1,21,1,17,22.0,386.03536888300005
1,21,1,18,21.0,363.33912889199996
1,21,1,19,21.0,396.568294164
1,21,1,20,21.0,422.8774391679998
1,21,1,21,19.0,422.00079389
1,21,1,22,18.0,409.961041946
1,21,1,23,17.0,364.0892019450001
1,22,1,0,15.0,325.36488944800004
1,22,1,1,16.0,312.41926805900005
1,22,1,2,14.0,314.58378277699995
1,22,1,3,13.0,318.572552223
1,22,1,4,13.0,313.16541749799995
1,22,1,5,4.0,332.63160416699986
1,22,1,6,3.0,329.12495360899993
1,22,1,7,6.0,382.94659750000005
1,22,1,8,8.0,463.09974361200005
1,22,1,9,9.0,503.303821664
1,22,1,10,12.0,433.18304694000005
1,22,1,11,13.0,391.337983334
1,22,1,12,14.0,339.03917805599997
1,22,1,13,15.0,311.095309724
1,22,1,14,14.0,283.82305193999997
1,22,1,15,11.0,238.93508639
1,22,1,16,14.0,232.15468888600003
1,22,1,17,13.0,254.434143336
1,22,1,18,11.0,317.154314444
1,22,1,19,7.0,380.4891344480001
1,22,1,20,8.0,381.740238891
1,22,1,21,10.0,371.324384998
1,22,1,22,11.0,362.882890554
1,22,1,23,11.0,373.43179805799997
1,23,1,0,8.0,319.0931272209999
1,23,1,1,9.0,297.359698058
1,23,1,2,8.0,294.79416083399997
1,23,1,3,8.0,293.1954747230001
1,23,1,4,8.0,302.7705747239999
1,23,1,5,8.0,295.56665972300004
1,23,1,6,8.0,301.30845278
1,23,1,7,9.0,334.530624167
1,23,1,8,11.0,405.59119000400005
1,23,1,9,14.0,465.60044277799994
1,23,1,10,18.0,402.130092223
1,23,1,11,15.0,339.30319722300004
1,23,1,12,15.0,248.310160557
1,23,1,13,15.0,217.38056194300003
1,23,1,14,16.0,211.03053166599997
1,23,1,15,17.0,206.017712224
1,23,1,16,18.0,196.366453058
1,23,1,17,20.0,219.83878499799997
1,23,1,18,19.0,289.40273138399994
1,23,1,19,20.0,356.47439694499997
1,23,1,20,20.0,356.939436946
1,23,1,21,22.0,329.756146388
1,23,1,22,22.0,303.51916277500004
1,23,1,23,22.0,276.671999443
1,24,0,0,22.0,278.61799333400006
1,24,0,1,22.0,246.919533887
1,24,0,2,21.0,250.95188222199997
1,24,0,3,20.0,245.477788611
1,24,0,4,19.0,247.78519111200004
1,24,0,5,18.0,251.367803053
1,24,0,6,18.0,252.80318166599992
1,24,0,7,17.0,264.002978889
1,24,0,8,16.0,272.6057847210001
1,24,0,9,17.0,271.78037722399995
1,24,0,10,17.0,243.06957610900002
1,24,0,11,13.0,221.268198332
1,24,0,12,13.0,187.91795388999998
1,24,0,13,17.0,151.741784444
1,24,0,14,18.0,154.62897916699993
1,24,0,15,18.0,169.643393055
1,24,0,16,19.0,209.28563444499997
1,24,0,17,21.0,236.839964442
1,24,0,18,21.0,272.2323838870001
1,24,0,19,22.0,317.60996916700003
1,24,0,20,22.0,287.43750500000004
1,24,0,21,21.0,271.193358339
1,24,0,22,25.0,261.35677722299994
1,24,0,23,28.0,261.672790553
1,25,0,0,27.0,265.273374442
1,25,0,1,26.0,260.94275277900005
1,25,0,2,25.0,266.231956114
1,25,0,3,25.0,263.98930194400003
1,25,0,4,24.0,263.1706283310001
1,25,0,5,24.0,268.41796861299997
1,25,0,6,25.0,275.37142139200006
1,25,0,7,23.0,269.7716561119999
1,25,0,8,26.0,282.4309555550001
1,25,0,9,28.0,254.685786947
1,25,0,10,28.0,201.18485749900003
1,25,0,11,25.0,123.11196166499997
1,25,0,12,24.0,72.86502777499999
1,25,0,13,24.0,77.45200361300002
1,25,0,14,25.0,48.574725277000006
1,25,0,15,24.0,47.76222361
1,25,0,16,25.0,61.542200556
1,25,0,17,24.0,128.98127944400002
1,25,0,18,24.0,227.43582499800002
1,25,0,19,24.0,325.793616665
1,25,0,20,24.0,296.133093612
1,25,0,21,25.0,285.376614169
1,25,0,22,25.0,261.22482861900005
1,25,0,23,26.0,245.34100527799995
1,26,1,0,25.0,237.62517083699998
1,26,1,1,25.0,223.16946166900004
1,26,1,2,24.0,226.28789416700005
1,26,1,3,25.0,231.37899694499998
1,26,1,4,24.0,229.31113388699998
1,26,1,5,24.0,234.3175763870001
1,26,1,6,25.0,249.60794860800002
1,26,1,7,25.0,282.328687776
1,26,1,8,25.0,359.915547223
1,26,1,9,25.0,399.575437226
1,26,1,10,27.0,325.081638336
1,26,1,11,25.0,276.150228887
1,26,1,12,21.0,216.93757028
1,26,1,13,18.0,202.13236083500001
1,26,1,14,19.0,181.59883361100003
1,26,1,15,19.0,215.63177639
1,26,1,16,19.0,212.005388892
1,26,1,17,23.0,212.92823861
1,26,1,18,24.0,259.04220361100005
1,26,1,19,25.0,324.023024168
1,26,1,20,28.0,326.7476122219999
1,26,1,21,26.0,323.771132222
1,26,1,22,26.0,315.11168138799997
1,26,1,23,26.0,292.22047666699996
1,27,1,0,26.0,232.44971083300004
1,27,1,1,25.0,226.82056722400006
1,27,1,2,24.0,216.825741669
1,27,1,3,23.0,224.173703055
1,27,1,4,22.0,221.47023472499998
1,27,1,5,23.0,229.85528139000002
1,27,1,6,21.0,239.59206917000003
1,27,1,7,22.0,275.10312111200005
1,27,1,8,21.0,363.9529869390001
1,27,1,9,22.0,405.011943888
1,27,1,10,23.0,341.35497528400003
1,27,1,11,20.0,265.204195831
1,27,1,12,20.0,246.83651055299998
1,27,1,13,16.0,196.252389999
1,27,1,14,14.0,189.439045002
1,27,1,15,27.0,201.355819999
1,27,1,16,31.0,227.112523336
1,27,1,17,34.0,216.659608334
1,27,1,18,33.0,266.03087889
1,27,1,19,33.0,333.1472266649999
1,27,1,20,30.0,323.130550279
1,27,1,21,29.0,316.666430832
1,27,1,22,29.0,303.948017499
1,27,1,23,27.0,287.967051666
1,28,1,0,25.0,238.71877194899997
1,28,1,1,24.0,230.497942497
1,28,1,2,25.0,218.37654388999997
1,28,1,3,24.0,221.64523611099997
1,28,1,4,25.0,217.70444777900002
1,28,1,5,23.0,225.472012779
1,28,1,6,21.0,235.88530055699994
1,28,1,7,20.0,262.03386999900005
1,28,1,8,18.0,363.61576777700003
1,28,1,9,20.0,390.0580555519999
1,28,1,10,20.0,307.297693613
1,28,1,11,19.0,244.77500694700004
1,28,1,12,20.0,218.60577832900003
1,28,1,13,19.0,196.096116384
1,28,1,14,18.0,208.89821361199998
1,28,1,15,18.0,199.762952502
1,28,1,16,21.0,222.32348249799998
1,28,1,17,23.0,237.955069164
1,28,1,18,24.0,295.267284719
1,28,1,19,32.0,346.914861115
1,28,1,20,32.0,333.49358250100005
1,28,1,21,31.0,328.331997772
1,28,1,22,30.0,308.69361611299996
1,28,1,23,29.0,271.83532888800005
1,29,1,0,29.0,232.80263972400002
1,29,1,1,31.0,228.90761972099995
1,29,1,2,30.0,223.826920278
1,29,1,3,30.0,219.48594999999997
1,29,1,4,29.0,220.623010555
1,29,1,5,29.0,226.70440305600005
1,29,1,6,28.0,240.22018667000006
1,29,1,7,27.0,275.38639861099995
1,29,1,8,28.0,367.464343055
1,29,1,9,26.0,426.61405722099994
1,29,1,10,26.0,414.80122083899994
1,29,1,11,24.0,382.791581948
1,29,1,12,24.0,335.02228416400004
1,29,1,13,23.0,302.33104555500006
1,29,1,14,24.0,252.290704725
1,29,1,15,24.0,254.45816277900002
1,29,1,16,24.0,269.60923445000003
1,29,1,17,26.0,271.864178057
1,29,1,18,27.0,313.7189719439999
1,29,1,19,27.0,331.8086102809999
1,29,1,20,25.0,318.588201945
1,29,1,21,25.0,332.529762779
1,29,1,22,25.0,307.19272139200007
1,29,1,23,24.0,289.28447944699997
1,30,1,0,24.0,240.71730916400008
1,30,1,1,23.0,235.36049166799995
1,30,1,2,23.0,222.64697028300003
1,30,1,3,23.0,219.53449694800003
1,30,1,4,25.0,226.06486277899998
1,30,1,5,24.0,245.79915083300006
1,30,1,6,24.0,263.958851391
1,30,1,7,23.0,297.376741111
1,30,1,8,25.0,385.211649726
1,30,1,9,25.0,421.147629722
1,30,1,10,25.0,402.105381109
1,30,1,11,26.0,384.040977497
1,30,1,12,26.0,380.99188499900004
1,30,1,13,27.0,376.68509638700004
1,30,1,14,26.0,361.487618051
1,30,1,15,26.0,338.379614721
1,30,1,16,27.0,327.7963050000001
1,30,1,17,27.0,296.07425361199995
1,30,1,18,27.0,290.703483891
1,30,1,19,27.0,301.70241361200004
1,30,1,20,27.0,277.32242833500004
1,30,1,21,27.0,273.02641555499997
1,30,1,22,26.0,263.5657905520001
1,30,1,23,27.0,250.6521775
1,31,0,0,25.0,236.74645055700006
1,31,0,1,25.0,230.113531388
1,31,0,2,25.0,234.13363138699998
1,31,0,3,25.0,237.199163888
1,31,0,4,25.0,234.01887583099995
1,31,0,5,24.0,233.03242972500004
1,31,0,6,24.0,223.135854165
1,31,0,7,24.0,235.40306000000004
1,31,0,8,26.0,242.78654028200003
1,31,0,9,26.0,261.16418666500005
1,31,0,10,26.0,287.435653611
1,31,0,11,26.0,271.09617083200004
